type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority
user,Spain,fr,6,8,0,0,0,0,0,1,F,mrs,FALSE,FALSE,FALSE,TRUE,693,3197
user,Italy,it,15,8,3,5,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,113,3197
user,United_States,en,3,8,4,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,657,3201
user,Italy,it,40,122,28,18,17,66,3,2,F,mrs,TRUE,FALSE,TRUE,TRUE,13,3200
user,United_Kingdom,en,10,9,3,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,696,2857
user,Spain,en,3,8,9,0,0,0,0,2,F,mrs,TRUE,FALSE,TRUE,TRUE,52,3203
user,France,fr,3,8,1,0,0,0,1,1,F,mrs,FALSE,FALSE,FALSE,TRUE,140,3196
user,United_States,en,3,8,3,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,657,3203
user,United_States,en,3,8,1,0,0,0,1,0,F,mrs,TRUE,FALSE,TRUE,TRUE,254,3196
user,France,fr,3,8,1,0,0,0,0,0,M,mr,TRUE,FALSE,TRUE,TRUE,646,3195
user,Germany,de,3,9,0,0,0,0,71,0,F,mrs,TRUE,FALSE,TRUE,TRUE,304,3205
user,Italy,it,4,9,4,8,2,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,11,3199
user,United_States,en,3,8,0,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,TRUE,374,3203
user,Italy,it,3,8,2,0,0,0,0,0,M,mr,TRUE,FALSE,TRUE,TRUE,679,3198
user,United_States,en,3,8,8,0,0,0,1,0,F,mrs,TRUE,FALSE,TRUE,TRUE,545,2854
user,United_States,en,5,9,9,0,0,0,4,0,F,mrs,FALSE,FALSE,FALSE,TRUE,287,3200
user,France,fr,4,8,1,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,676,2857
user,United_States,en,5,8,122,0,0,0,37,2,F,mrs,TRUE,FALSE,TRUE,TRUE,11,2859
user,United_States,en,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,677,3195
user,Spain,es,6,8,0,0,0,0,3,0,F,mrs,FALSE,FALSE,FALSE,TRUE,700,3196
user,France,fr,7,8,0,1,10,60,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,13,2855
user,France,fr,5,8,22,0,0,0,6,1,M,mr,TRUE,FALSE,TRUE,FALSE,11,2857
user,Spain,es,3,8,5,0,0,0,26,0,F,mrs,FALSE,FALSE,FALSE,TRUE,573,2857
user,Germany,de,3,8,0,0,0,0,0,1,M,mr,FALSE,FALSE,FALSE,TRUE,701,3197
user,United_States,en,3,8,1,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,691,2858
user,United_States,en,3,8,5,0,0,0,1,0,F,mrs,TRUE,FALSE,TRUE,TRUE,670,2854
user,France,fr,4,9,0,0,0,0,0,1,F,mrs,FALSE,FALSE,FALSE,TRUE,637,3198
user,United_Kingdom,en,3,8,0,0,0,0,0,1,F,mrs,FALSE,FALSE,FALSE,TRUE,329,2856
user,Netherlands,en,6,8,3,0,0,0,3,0,F,mrs,TRUE,FALSE,TRUE,TRUE,159,3198
user,France,fr,3,8,2,0,0,0,0,2,F,mrs,FALSE,FALSE,FALSE,TRUE,155,3203
user,France,fr,4,8,0,0,0,0,0,1,F,mrs,FALSE,FALSE,FALSE,TRUE,695,3198
user,France,fr,3,8,0,1,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,699,3195
user,United_Kingdom,en,3,8,1,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,699,3195
user,Italy,it,3,10,9,0,2,0,94,1,F,mrs,TRUE,TRUE,FALSE,TRUE,11,2856
user,Germany,de,7,9,0,0,0,0,1,2,M,mr,FALSE,FALSE,FALSE,TRUE,683,3202
user,Spain,es,3,8,1,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,681,2852
user,Germany,en,5,9,1,0,0,0,0,1,M,mr,FALSE,FALSE,FALSE,TRUE,75,3198
user,France,fr,4,8,0,0,1,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,341,2855
user,France,fr,4,9,0,0,2,0,0,0,M,mr,TRUE,FALSE,TRUE,TRUE,647,3197
user,Germany,de,10,9,4,0,0,0,240,4,F,mrs,FALSE,FALSE,FALSE,TRUE,35,3204
user,France,fr,3,9,2,0,0,0,5,6,F,mrs,FALSE,FALSE,FALSE,TRUE,221,3201
user,Spain,es,3,8,1,0,0,0,1,0,M,mr,TRUE,FALSE,TRUE,TRUE,672,3199
user,United_States,en,3,10,7,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,TRUE,672,3202
user,Germany,de,3,8,24,0,0,0,10,0,M,mr,TRUE,TRUE,FALSE,TRUE,575,3197
user,Italy,it,9,8,0,1,4,75,1,0,F,mrs,TRUE,FALSE,TRUE,TRUE,141,2857
user,Italy,it,17,9,49,0,9,77,21,12,M,mr,FALSE,FALSE,FALSE,FALSE,12,3205
user,United_Kingdom,en,5,8,0,0,0,0,0,3,F,mrs,FALSE,FALSE,FALSE,TRUE,455,3201
user,France,fr,3,8,34,0,0,0,0,1,F,mrs,FALSE,FALSE,FALSE,TRUE,158,3195
user,United_States,en,3,8,2,0,0,0,2,0,F,mrs,FALSE,FALSE,FALSE,TRUE,287,3201
user,Germany,de,3,8,8,0,0,0,15,7,F,mrs,FALSE,FALSE,FALSE,TRUE,11,3205
user,Germany,de,6,8,3,0,0,0,0,0,M,mr,TRUE,FALSE,TRUE,TRUE,13,3199
user,United_Kingdom,en,3,8,0,0,0,0,5,0,F,mrs,FALSE,FALSE,FALSE,TRUE,49,3202
user,France,en,3,8,0,0,0,0,3,0,F,mrs,FALSE,FALSE,FALSE,TRUE,699,3195
user,United_States,en,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,687,3197
user,France,fr,3,8,1,0,0,0,0,1,F,mrs,FALSE,FALSE,FALSE,TRUE,307,3198
user,United_States,en,4,8,6,0,0,0,2,1,M,mr,TRUE,FALSE,TRUE,TRUE,193,3198
user,United_States,en,3,8,16,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,692,2853
user,United_Kingdom,en,3,8,8,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,690,2858
user,France,en,10,8,7,0,4,100,0,0,M,mr,TRUE,FALSE,TRUE,TRUE,614,3200
user,Sweden,en,3,8,0,0,0,0,2,0,F,mrs,TRUE,FALSE,TRUE,TRUE,689,3204
user,Spain,es,3,8,0,4,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,149,3199
user,United_Kingdom,en,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,402,2856
user,United_Kingdom,en,3,8,0,0,0,0,0,1,F,mrs,FALSE,FALSE,FALSE,TRUE,692,2853
user,United_Kingdom,en,3,9,3,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,397,3199
user,France,fr,4,9,49,0,0,0,2,0,F,mrs,TRUE,FALSE,TRUE,TRUE,15,3200
user,Australia,en,4,8,6,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,690,3198
user,France,fr,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,699,3195
user,Sweden,en,3,8,15,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,498,2855
user,Italy,it,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,626,3197
user,Australia,en,3,8,2,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,538,2859
user,Netherlands,en,3,8,18,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,591,2859
user,Denmark,en,3,8,8,0,0,0,4,3,F,mrs,FALSE,FALSE,FALSE,TRUE,167,3198
user,France,fr,3,8,1,0,4,75,0,0,M,mr,FALSE,FALSE,FALSE,TRUE,634,2859
user,Australia,en,6,8,1,0,0,0,12,10,F,mrs,FALSE,FALSE,FALSE,TRUE,387,2858
user,Australia,en,3,8,4,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,35,3201
user,Germany,de,3,8,7,0,0,0,0,0,M,mr,TRUE,FALSE,TRUE,TRUE,312,2859
user,France,fr,3,9,0,0,0,0,1,1,M,mr,TRUE,FALSE,TRUE,TRUE,164,3199
user,Denmark,en,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,447,2852
user,Netherlands,en,7,8,1,0,1,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,617,3202
user,France,en,5,8,0,1,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,FALSE,670,3198
user,United_States,en,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,503,3198
user,United_Kingdom,en,3,8,0,0,0,0,1,0,M,mr,TRUE,FALSE,TRUE,TRUE,426,2855
user,Italy,it,5,8,0,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,FALSE,69,2857
user,United_Kingdom,en,3,8,4,0,0,0,1,1,F,mrs,FALSE,FALSE,FALSE,TRUE,519,3195
user,Spain,es,4,8,35,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,FALSE,401,3199
user,Spain,es,5,9,0,0,0,0,0,1,F,mrs,TRUE,TRUE,FALSE,TRUE,32,3198
user,Germany,de,3,8,1,0,0,0,0,3,F,mrs,FALSE,FALSE,FALSE,TRUE,696,2857
user,Germany,de,4,8,0,0,0,0,0,1,F,mrs,TRUE,TRUE,FALSE,TRUE,32,2857
user,United_States,en,5,8,11,0,0,0,0,3,M,mr,FALSE,FALSE,FALSE,TRUE,209,3197
user,Germany,de,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,700,3196
user,United_States,en,3,8,1,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,TRUE,314,3197
user,Italy,it,3,8,2,0,0,0,0,0,M,mr,TRUE,FALSE,TRUE,TRUE,688,2853
user,Netherlands,en,4,9,7,0,0,0,1,0,F,miss,TRUE,TRUE,FALSE,TRUE,14,2854
user,Germany,de,4,8,29,0,0,0,4,0,F,mrs,TRUE,TRUE,FALSE,TRUE,359,3198
user,France,fr,3,8,15,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,405,3200
user,Australia,en,8,8,29,0,0,0,55,13,F,mrs,TRUE,FALSE,TRUE,TRUE,410,3203
user,United_States,en,3,9,0,0,0,0,5,0,F,mrs,FALSE,FALSE,FALSE,TRUE,435,3204
user,France,fr,4,10,0,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,TRUE,696,2857
user,Finland,en,8,9,32,0,9,77,4,13,F,mrs,TRUE,FALSE,TRUE,FALSE,20,2855
user,France,fr,3,8,0,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,TRUE,684,2856
user,France,fr,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,697,2858
user,United_States,en,3,8,0,0,0,0,2,0,F,mrs,FALSE,FALSE,FALSE,TRUE,509,3195
user,Spain,es,4,8,20,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,FALSE,52,2854
user,Italy,it,4,8,0,1,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,516,2859
user,France,fr,3,9,8,0,0,0,22,0,F,mrs,TRUE,FALSE,TRUE,FALSE,162,3204
user,France,fr,3,8,5,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,50,3201
user,United_Kingdom,en,5,8,0,0,0,0,0,1,F,mrs,FALSE,FALSE,FALSE,TRUE,243,3202
user,United_States,en,7,13,4,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,653,3197
user,Spain,es,3,8,17,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,707,3204
user,Germany,en,3,8,3,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,503,3195
user,United_States,en,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,123,3202
user,United_Kingdom,en,3,8,1,0,0,0,1,0,F,mrs,TRUE,TRUE,FALSE,TRUE,629,2855
user,France,fr,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,377,2859
user,France,fr,3,8,3,0,0,0,0,0,M,mr,TRUE,FALSE,TRUE,TRUE,524,2856
user,France,fr,12,8,15,1,1,0,69,2,F,mrs,TRUE,FALSE,TRUE,FALSE,224,3197
user,Italy,it,12,8,2,1,6,80,0,0,M,mr,TRUE,FALSE,TRUE,TRUE,51,2858
user,United_States,en,3,8,1,0,0,0,2,0,F,mrs,TRUE,FALSE,TRUE,TRUE,76,3196
user,Australia,en,5,10,30,0,0,0,1,0,F,mrs,TRUE,FALSE,TRUE,TRUE,30,2859
user,Germany,de,3,8,1,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,440,3195
user,Germany,de,3,8,11,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,654,3197
user,France,fr,3,8,3,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,347,3204
user,Sweden,en,18,8,1,4,18,100,0,0,F,mrs,TRUE,FALSE,TRUE,FALSE,22,3201
user,France,fr,4,9,3,0,0,0,0,1,M,mr,FALSE,FALSE,FALSE,FALSE,386,3199
user,United_States,en,3,8,2,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,578,3197
user,Germany,de,4,8,5,0,0,0,3,0,F,mrs,FALSE,FALSE,FALSE,TRUE,89,2853
user,United_States,en,7,11,19,0,0,0,2,8,F,mrs,TRUE,FALSE,TRUE,TRUE,22,3205
user,Spain,es,3,8,3,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,625,2856
user,United_Kingdom,en,3,8,17,0,0,0,29,0,F,mrs,FALSE,FALSE,FALSE,TRUE,18,3196
user,United_States,en,3,8,24,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,701,3197
user,France,fr,3,8,2,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,182,2858
user,United_States,es,17,13,11,0,0,0,35,2,F,mrs,TRUE,TRUE,TRUE,FALSE,95,2859
user,Sweden,en,3,8,11,0,0,0,0,0,M,mr,TRUE,TRUE,FALSE,TRUE,20,3195
user,Spain,es,3,8,12,0,0,0,0,0,M,mr,TRUE,FALSE,TRUE,TRUE,313,3205
user,France,fr,3,8,30,0,0,0,2,0,F,mrs,TRUE,FALSE,TRUE,FALSE,82,2855
user,Italy,it,3,8,0,2,0,0,0,0,F,mrs,TRUE,TRUE,FALSE,TRUE,42,2856
user,Italy,it,6,10,1,0,0,0,1,4,F,mrs,TRUE,TRUE,FALSE,TRUE,84,3196
user,United_States,en,3,8,4,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,701,3197
user,United_States,en,3,8,0,0,0,0,2,0,F,mrs,FALSE,FALSE,FALSE,TRUE,701,3197
user,Italy,it,3,9,111,0,0,0,5,0,F,mrs,TRUE,FALSE,TRUE,FALSE,215,3203
user,Finland,en,4,8,0,0,0,0,0,1,F,mrs,TRUE,FALSE,TRUE,TRUE,26,3198
user,Italy,it,4,8,0,0,0,0,4,0,F,mrs,FALSE,FALSE,FALSE,TRUE,705,3201
user,Italy,it,3,15,69,0,0,0,17,0,F,mrs,FALSE,FALSE,FALSE,TRUE,47,3199
user,Spain,en,4,8,157,0,0,0,1,1,F,mrs,FALSE,FALSE,FALSE,TRUE,13,3205
user,United_Kingdom,en,3,8,2,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,701,3197
user,United_States,en,3,8,0,0,0,0,1,0,F,mrs,TRUE,FALSE,TRUE,TRUE,652,3196
user,United_States,en,4,8,0,0,0,0,1,1,F,mrs,FALSE,FALSE,FALSE,TRUE,344,2852
user,France,fr,3,8,0,0,1,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,397,2856
user,France,fr,3,8,2,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,628,2855
user,Italy,it,3,8,4,0,0,0,2,0,F,mrs,TRUE,FALSE,TRUE,TRUE,239,3197
user,Spain,es,3,8,1,0,0,0,0,0,F,mrs,TRUE,TRUE,FALSE,TRUE,442,3202
user,United_States,en,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,702,3198
user,United_States,en,3,8,5,0,0,0,4,1,F,mrs,FALSE,FALSE,FALSE,TRUE,13,3197
user,France,fr,3,8,2,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,TRUE,614,3202
user,Germany,de,3,8,1,0,0,0,0,0,M,mr,FALSE,FALSE,FALSE,TRUE,608,3197
user,United_States,en,3,8,0,0,0,0,0,1,F,mrs,FALSE,FALSE,FALSE,TRUE,659,3199
user,United_Kingdom,en,3,8,1,0,0,0,0,0,M,mr,TRUE,FALSE,TRUE,TRUE,181,3200
user,Spain,es,3,8,30,0,0,0,0,0,F,mrs,TRUE,TRUE,FALSE,TRUE,580,3195
user,Germany,de,5,8,34,0,0,0,0,4,M,mr,TRUE,FALSE,TRUE,FALSE,16,3201
user,Australia,en,11,16,21,0,1,0,28,2,F,mrs,FALSE,FALSE,FALSE,FALSE,11,3202
user,Sweden,en,4,8,0,0,0,0,4,1,F,mrs,FALSE,FALSE,FALSE,TRUE,204,2859
user,France,fr,3,8,1,0,0,0,2,0,F,mrs,TRUE,FALSE,TRUE,TRUE,403,2859
user,United_States,en,3,8,0,0,0,0,0,1,F,mrs,FALSE,FALSE,FALSE,TRUE,607,3200
user,France,fr,3,8,0,0,0,0,2,0,F,mrs,FALSE,FALSE,FALSE,TRUE,700,3196
user,Finland,en,8,9,1,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,TRUE,88,3203
user,Germany,es,4,8,3,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,682,2857
user,United_Kingdom,en,3,8,10,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,134,3198
user,France,fr,5,8,0,0,0,0,22,1,F,mrs,FALSE,FALSE,FALSE,TRUE,54,3200
user,United_Kingdom,en,15,8,3,1,5,80,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,11,3205
user,Germany,de,10,18,5,0,1,0,3,2,F,mrs,TRUE,FALSE,TRUE,TRUE,38,3197
user,Netherlands,fr,3,8,21,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,22,3198
user,France,fr,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,694,2855
user,Germany,en,5,9,1,0,0,0,6,0,F,mrs,FALSE,FALSE,FALSE,FALSE,395,2857
user,Germany,de,10,8,1,0,0,0,1,0,F,mrs,TRUE,FALSE,TRUE,TRUE,626,3198
user,Spain,es,3,8,2,0,0,0,0,0,F,mrs,TRUE,TRUE,FALSE,TRUE,423,3195
user,France,fr,4,8,1,0,0,0,4,2,F,mrs,TRUE,FALSE,TRUE,TRUE,169,3203
user,United_States,en,3,8,7,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,703,3199
user,Netherlands,en,3,8,20,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,51,2856
user,Germany,en,10,9,23,2,2,0,11,0,F,mrs,TRUE,FALSE,TRUE,FALSE,183,2857
user,United_Kingdom,en,4,9,5,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,693,2854
user,United_Kingdom,en,4,8,0,0,0,0,0,1,M,mr,FALSE,FALSE,FALSE,TRUE,671,3204
user,United_States,en,3,8,1,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,TRUE,558,3201
user,United_Kingdom,en,3,8,4,0,0,0,2,1,F,mrs,FALSE,FALSE,FALSE,TRUE,32,3204
user,Germany,en,3,8,2,0,0,0,2,0,F,mrs,FALSE,FALSE,FALSE,TRUE,127,2855
user,United_States,en,5,9,3,0,0,0,7,1,F,mrs,FALSE,FALSE,FALSE,TRUE,417,3200
user,Netherlands,en,4,8,1,0,0,0,0,1,F,mrs,FALSE,FALSE,FALSE,TRUE,403,3195
user,Germany,de,4,8,31,1,0,0,1,0,F,mrs,TRUE,FALSE,TRUE,TRUE,11,2855
user,United_Kingdom,en,3,8,25,0,0,0,0,1,M,mr,TRUE,FALSE,TRUE,TRUE,13,3204
user,United_Kingdom,en,3,8,0,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,TRUE,507,3197
user,United_Kingdom,en,3,8,0,0,0,0,2,0,F,mrs,FALSE,FALSE,FALSE,TRUE,622,2853
user,France,fr,28,8,0,0,0,0,1,0,F,mrs,TRUE,FALSE,TRUE,FALSE,283,3205
user,United_Kingdom,en,3,8,0,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,TRUE,688,2859
user,Italy,en,8,10,6,0,0,0,0,9,F,mrs,TRUE,FALSE,TRUE,TRUE,19,2856
user,United_States,en,4,8,43,0,0,0,14,0,F,mrs,FALSE,FALSE,FALSE,TRUE,270,3199
user,Germany,de,9,8,13,0,1,0,1,0,M,mr,TRUE,FALSE,TRUE,FALSE,642,3195
user,United_States,en,4,10,71,0,0,0,1,0,F,mrs,TRUE,FALSE,TRUE,TRUE,19,2859
user,Spain,es,3,8,6,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,381,2853
user,France,fr,3,8,1,0,0,0,0,1,M,mr,FALSE,FALSE,FALSE,TRUE,706,3202
user,France,fr,28,8,40,0,0,0,0,0,F,miss,TRUE,TRUE,FALSE,FALSE,643,3202
user,United_Kingdom,en,3,8,10,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,49,2858
user,United_Kingdom,en,3,8,0,0,0,0,9,0,F,mrs,FALSE,FALSE,FALSE,TRUE,382,3205
user,Germany,de,3,8,0,0,0,0,0,1,F,mrs,FALSE,FALSE,FALSE,TRUE,612,3199
user,Spain,es,3,11,2,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,60,2856
user,Germany,de,4,8,1,0,0,0,0,0,M,mr,TRUE,FALSE,TRUE,TRUE,30,2853
user,United_States,en,3,8,4,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,TRUE,239,2856
user,Germany,de,3,8,0,0,0,0,2,0,F,mrs,FALSE,FALSE,FALSE,TRUE,703,3199
user,United_Kingdom,en,3,8,7,0,0,0,4,1,F,mrs,TRUE,FALSE,TRUE,TRUE,522,2858
user,United_Kingdom,en,3,8,5,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,329,2852
user,United_States,en,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,690,2852
user,Germany,de,3,8,3,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,696,2857
user,United_States,en,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,695,2856
user,France,fr,3,12,6,0,0,0,0,0,F,mrs,TRUE,TRUE,FALSE,TRUE,569,2856
user,France,fr,3,8,0,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,TRUE,694,2855
user,Sweden,en,6,8,273,0,0,0,4,16,F,mrs,TRUE,TRUE,TRUE,FALSE,274,3197
user,Netherlands,en,3,8,0,0,0,0,21,1,F,mrs,FALSE,FALSE,FALSE,TRUE,667,2853
user,Netherlands,en,3,9,1,0,0,0,0,33,F,mrs,TRUE,FALSE,TRUE,TRUE,11,3200
user,France,fr,3,9,0,0,1,0,2,0,F,mrs,TRUE,FALSE,TRUE,TRUE,48,3205
user,France,fr,5,8,0,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,TRUE,706,3202
user,Italy,it,11,8,2,0,2,100,0,0,F,mrs,TRUE,FALSE,TRUE,FALSE,30,2859
user,France,fr,3,8,4,0,0,0,0,0,M,mr,FALSE,FALSE,FALSE,TRUE,706,3202
user,United_States,en,3,8,0,0,0,0,5,0,F,mrs,FALSE,FALSE,FALSE,TRUE,181,3196
user,Australia,en,3,8,2,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,694,2855
user,Sweden,en,4,8,0,0,0,0,0,2,F,mrs,FALSE,FALSE,FALSE,TRUE,662,2854
user,Germany,de,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,133,3196
user,United_Kingdom,en,3,8,3,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,645,3202
user,Italy,it,3,8,0,0,0,0,3,0,F,mrs,FALSE,FALSE,FALSE,TRUE,694,2855
user,France,en,24,8,0,27,13,69,0,0,F,mrs,TRUE,FALSE,TRUE,FALSE,11,3198
user,United_Kingdom,en,3,9,1,0,0,0,15,0,F,mrs,TRUE,FALSE,TRUE,TRUE,703,3204
user,Germany,en,3,8,1,0,0,0,0,0,M,mr,TRUE,FALSE,TRUE,TRUE,708,3204
user,Australia,en,3,8,37,0,0,0,4,2,F,mrs,TRUE,FALSE,TRUE,TRUE,28,3202
user,Denmark,en,3,8,0,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,TRUE,11,2854
user,United_Kingdom,en,3,9,2,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,TRUE,609,3202
user,United_Kingdom,en,3,8,3,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,421,2856
user,United_States,en,3,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,658,3198
user,France,fr,4,8,0,1,1,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,14,3201
user,United_States,en,3,8,6,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,64,3199
user,Italy,it,3,8,3,6,1,0,0,0,F,mrs,TRUE,FALSE,TRUE,FALSE,11,2856
user,France,fr,3,8,0,0,0,0,0,1,F,mrs,TRUE,FALSE,TRUE,TRUE,651,3204
user,United_States,en,4,8,22,0,0,0,1,0,F,mrs,FALSE,FALSE,FALSE,TRUE,12,3203
user,Australia,en,3,8,47,0,0,0,63,0,F,mrs,TRUE,FALSE,TRUE,TRUE,32,3196
user,Australia,en,5,8,112,0,0,0,0,1,F,mrs,FALSE,FALSE,FALSE,FALSE,254,2859
user,France,fr,6,8,85,0,0,0,66,0,F,mrs,TRUE,TRUE,FALSE,TRUE,23,3198
user,United_States,en,3,8,1,0,0,0,0,0,M,mr,TRUE,FALSE,TRUE,TRUE,522,3197
user,France,fr,3,8,0,0,0,0,0,1,F,mrs,FALSE,FALSE,FALSE,TRUE,316,3205
user,Spain,es,3,8,0,0,0,0,4,0,M,mr,FALSE,FALSE,FALSE,TRUE,55,3196
user,Denmark,en,7,9,37,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,39,2858
user,United_States,en,3,8,8,0,0,0,0,0,F,mrs,TRUE,FALSE,TRUE,TRUE,61,3205
user,United_Kingdom,fr,3,8,5,0,0,0,2,0,F,mrs,TRUE,FALSE,TRUE,TRUE,231,3204
user,Germany,de,5,8,1,0,0,0,0,0,F,mrs,FALSE,FALSE,FALSE,TRUE,620,2857
user,United_States,en,3,8,0,0,0,0,0,1,F,mrs,FALSE,FALSE,FALSE,TRUE,693,3200
user,Germany,de,3,8,1,0,0,0,0,0,M,mr,TRUE,FALSE,TRUE,TRUE,448,3203
user,Denmark,en,3,8,0,0,0,0,1,0,M,mr,FALSE,FALSE,FALSE,TRUE,705,3201
